Order name,Day,Shipping region,Shipping city,Total sales (last click),First order referring channel,Order UTM campaign,Referring channel,UTM campaign name,Notes,Found on shopify or zoho
#84268,26/08/2026,Andhra Pradesh,Visakhapatnam,5299,instagram,060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384,instagram,060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384,,shopify
#84272,26/08/2026,Odisha,Cuttack,8899,instagram,081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384,instagram,081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384,,shopify
#84252,26/08/2026,Maharashtra,Palghar,6699,instagram,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,instagram,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,shopify
#84262,26/08/2026,Maharashtra,Mumbai,5939.1,razorpay,,razorpay,,,shopify
#84258,26/08/2026,Maharashtra,Khopoli,3419.1,google,Pmaxbleeders_20714640181,direct,,,zoho sales iq
#84256,26/08/2026,Maharashtra,Mumbai,33998.3,google,shoppingindexdecor_23361314596,google,shoppingindexdecor_23361314596,,zoho sales iq
#84265,26/08/2026,Delhi,new delhi,11338.2,direct,,google,search_brand_18098202173,,zoho sales iq
#84243,26/08/2026,Maharashtra,Mumbai,5799,facebook,,direct,,,zoho sales iq
#84251,26/08/2026,Maharashtra,Pune,11048.3,facebook,041126_advantage+catalog_lighting_cbo_asc_evergreen_120241545010470384,facebook,"041126_advantage+catalog_lighting_cbo_asc_evergreen_120241545010470384
",,zoho sales iq
#84257,26/08/2026,Karnataka,Bengaluru,17676.6,direct,,direct,,,zoho sales iq
#84266,26/08/2026,Chandigarh,49 sector,4177.75,Google Search Engine,,Google Search Engine,,,zoho sales iq
#84250,26/08/2026,Maharashtra,Mumbai,5779.15,google,pmaxbleeders_20714640181,google,pmaxbleeders_20714640181,,zoho sales iq
#84249,26/08/2026,Kerala,Thiruvananthapuram,15389.1,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,zoho sales iq
#84275,26/08/2026,Gujarat,Ahmedabad,5799,google,ShoppingIndexdecor_23361314596,google,ShoppingIndexdecor_23361314596,,zoho sales iq
#84289,27-08-2026,Karnataka,Bengaluru,6299.1,chatgpt.com,,chatgpt.com,,,shopify
#84298,27-08-2026,Tamil Nadu,Chennai,7999,direct,,direct,,,zoho sales iq
#84287,27-08-2026,Telangana,Hyderabad,11698.2,direct,,direct,,,zoho sales iq
#84285,27-08-2026,Karnataka,Bangalore,17726.4,google,pmaxbleeders_20714640181,google,pmaxbleeders_20714640181,,zoho sales iq
#84280,27-08-2026,Maharashtra,Thane,17198,google,Pmaxbleeders_20714640181,direct,,,zoho sales iq
#84282,27-08-2026,West Bengal,Kolkata,4599,facebook,081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384,facebook,081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384,,shopify
#84294,27-08-2026,Karnataka,Bengaluru,24296.4,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#84297,27-08-2026,Maharashtra,Mumbai,10529.1,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#84290,27-08-2026,Karnataka,"Chikkagubbi, Bengaluru",2799,google,ShoppingIndexdecor_23361314596,google,ShoppingIndexdecor_23361314596,,shopify
#84286,27-08-2026,Andhra Pradesh,Visakhapatnam,11248.2,google,,google,,,shopify
#84291,27-08-2026,Maharashtra,Mumbai,10598,google,PMaxLightingNC_16828666790,google,PMaxLightingNC_16828666790,,shopify
#84296,27-08-2026,Maharashtra,Mumbai,8459.1,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#84278,27-08-2026,Maharashtra,Nashik,5199,google,Pmaxbleeders_20714640181,google,Pmaxbleeders_20714640181,,shopify
#84295,27-08-2026,Maharashtra,Mumbai,6119.1,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#84279,27-08-2026,Delhi,New Delhi,10999,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#84276,27-08-2026,Uttar Pradesh,Noida,7918.2,instagram,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,instagram,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,shopify
#84277,27-08-2026,Bihar,Patna,8998.2,instagram,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,instagram,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,shopify
#84284,27-08-2026,Delhi,"vasant vihar,",7369,Tata,,Tata,,,zoho sales iq
#84293,27-08-2026,Tamil Nadu,Chennai,4299,google,,google,,,zoho sales iq
#84281,27-08-2026,Gujarat,TALUKA KALOL,24308.3,,,,,,zoho sales iq
#84292,27-08-2026,Maharashtra,Kolhapur,11558.3,direct,,direct,,,zoho sales iq
#84283,27-08-2026,Gujarat,Unjha,943,Tata,,Tata,,,zoho sales iq
#84288,27-08-2026,Maharashtra,MUMBAI,2749.15,,,,,,zoho sales iq
#84317,28-08-2026,Haryana,Gurgaon,6478.2,direct,,direct,,,zoho sales iq
#84303,28-08-2026,Karnataka,Bengaluru,25196,google,PMaxLightingNC_16828666790,direct,,,zoho sales iq
#84316,28-08-2026,Telangana,Hyderbad,3199,facebook,060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384,facebook,060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384,,shopify
#84318,28-08-2026,Gujarat,Ahmedabad,3499,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,shopify
#84306,28-08-2026,Maharashtra,Pune,11338.2,facebook,081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384,facebook,081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384,,shopify
#84300,28-08-2026,Assam,guwahati,3079.1,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,shopify
#84319,28-08-2026,Karnataka,Bengaluru,9718.2,google,Search_Brand_18098202173,google,Search_Brand_18098202173,,shopify
#84301,28-08-2026,Karnataka,Bangalore,3499,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#84314,28-08-2026,Karnataka,Shiralakoppa,3598,google,ShoppingIndexdecor_23361314596,google,ShoppingIndexdecor_23361314596,,shopify
#84320,28-08-2026,Haryana,Gurugram,14398.2,direct,,google,ShoppingIndexdecor_23361314596,,shopify
#84321,28-08-2026,Telangana,Hyderabad,16377.3,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#84308,28-08-2026,Rajasthan,Bhiwadi,6119.1,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#84315,28-08-2026,Maharashtra,Pune,8998,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#84313,28-08-2026,West Bengal,Kolkata,4759.15,,,,,,zoho sales iq
#84305,28-08-2026,Punjab,Sahibzada Ajit Singh Nagar,6071.8,direct,,direct,,,zoho sales iq
#84309,28-08-2026,Uttarakhand,Kashipur,14956.6,,,,,,zoho sales iq
#84299,28-08-2026,Maharashtra,Mumbai,26817.3,google,Search_Brand_18098202173,google,Search_Brand_18098202173,,zoho sales iq
#84312,28-08-2026,Maharashtra,Mumbai,73500,google,search_brand_18098202173,google,search_brand_18098202173,,zoho sales iq
#84310,28-08-2026,Jammu and Kashmir,Jammu,26516.6,direct,,direct,,,zoho sales iq
#84307,28-08-2026,Rajasthan,Pun,21509.1,direct,,direct,,,zoho sales iq
#84304,28-08-2026,Tamil Nadu,Chennai,14278.3,google,lightingshopping_21285710791,google,lightingshopping_21285710791,,zoho sales iq
#84311,28-08-2026,Delhi,New Delhi,14500,facebook,,Facebook,,,zoho sales iq
#84338,29-08-2026,Telangana,"Miyapur, Hyderabad",5039.1,google,Pmaxbleeders_20714640181,direct,,,zoho sales iq
#84332,29-08-2026,Karnataka,Bengaluru,28795,google,,google,,,zoho sales iq
#84327,29-08-2026,Uttarakhand,Haldwani,3059.1,direct,,direct,,,zoho sales iq
#84328,29-08-2026,Haryana,Gurugram,9598,google,LightingShopping_21285710791,direct,,,zoho sales iq
#84323,29-08-2026,Tamil Nadu,Nammakal,5038.2,google,LightingShopping_21285710791,direct,,,zoho sales iq
#84330,29-08-2026,Punjab,Amritsar,19259.1,instagram,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,direct,,,zoho sales iq
#84326,29-08-2026,West Bengal,Kolkata,16018.2,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,shopify
#84329,29-08-2026,West Bengal,Kolkata,6839.1,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#84335,29-08-2026,Karnataka,Bengaluru,3299,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#84333,29-08-2026,Haryana,Gurgaon,4859.1,google,,google,,,shopify
#84336,29-08-2026,Haryana,Gurugram,7559.1,google,Search_Brand_18098202173,google,Search_Brand_18098202173,,shopify
#84325,29-08-2026,Andhra Pradesh,Guntur,12499,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#84324,29-08-2026,Telangana,Hyderabad,5669.1,google,Search_Brand_18098202173,google,Search_Brand_18098202173,,zoho sales iq
#84331,29-08-2026,Maharashtra,Mumbai,8669.15,direct,,direct,,,zoho sales iq
#84334,29-08-2026,Punjab,Mohali,7919.2,direct,,direct,,,zoho sales iq
#84337,29-08-2026,Punjab,Ludhiana,76678.5,google,lightingshopping_21285710791,google,lightingshopping_21285710791,,zoho sales iq
#84341,30-08-2026,Karnataka,Bengaluru,12959.1,direct,,direct,,,zoho sales iq
#84345,30-08-2026,Gujarat,Ahmedabad,3149.1,google,LightingSearchaimax,google,LightingSearchaimax,,zoho sales iq
#84356,30-08-2026,Haryana,"Gurugram, Nurpur Jharsa",13799,google,Search_Brand_18098202173,direct,,,zoho sales iq
#84349,30-08-2026,Assam,Guwahati,8818.2,direct,,direct,,,zoho sales iq
#84343,30-08-2026,Maharashtra,Pune,15659.1,google,Search_Brand_18098202173,google,Search_Brand_18098202173,,shopify
#84359,30-08-2026,Karnataka,Bengaluru,4049.1,google,,google,,,shopify
#84351,30-08-2026,Kerala,Cochin,4499.1,google,Search_Brand_18098202173,google,Search_Brand_18098202173,,shopify
#84352,30-08-2026,Maharashtra,Mumbai,4859.1,google,,google,,,shopify
#84348,30-08-2026,Maharashtra,Mumbai,5489.1,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#84339,30-08-2026,Tamil Nadu,Chennai,6198,instagram,081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384,instagram,081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384,,shopify
#84340,30-08-2026,Tamil Nadu,Chennai,6799,google,shoppingindexdecor_23361314596,google,shoppingindexdecor_23361314596,,shopify
#84358,30-08-2026,Haryana,Gurugram,3806.1,instagram,041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,instagram,041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,zoho sales iq
#84346,30-08-2026,Punjab,Mohali,8238.4,direct,,direct,,,zoho sales iq
#84357,30-08-2026,Maharashtra,Navi Mumbai,8369.1,google,Search_Brand_18098202173,google,Search_Brand_18098202173,,zoho sales iq
#84350,30-08-2026,Punjab,Amritsar,16798.4,direct,,direct,,,zoho sales iq
#84354,30-08-2026,West Bengal,Howrah,6799.15,google,lightingshopping_21285710791,google,lightingshopping_21285710791,,zoho sales iq
#84342,30-08-2026,Karnataka,Bangalore,5098.3,google,lightingshopping_21285710791,google,lightingshopping_21285710791,,zoho sales iq
#84347,30-08-2026,Odisha,Bhubaneswar,13938.3,direct,,direct,,,zoho sales iq
#84353,30-08-2026,Maharashtra,Mumbai,2749.15,direct,,direct,,,zoho sales iq
#84344,30-08-2026,Punjab,Mohali,38100,direct,,direct,,,zoho sales iq
#84355,30-08-2026,Tamil Nadu,Chennai,12198,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,zoho sales iq
