"Landing page type","Landing page path","UTM source","UTM campaign","Referrer source","Sessions","Pageviews","Conversion rate","Sessions that completed checkout","Sessions that reached checkout","Sessions with cart additions"
"Product","/products/emmet-victorian-12-light-crystal-chandelier-amber","google","Pmaxbleeders_20714640181","search",288,388,0,0,0,2
"Product","/products/nessa-metal-floor-lamp","google","PMaxLightingNC_16828666790","search",237,387,0,0,1,1
"Product","/products/oslin-double-hanging-lights","google","LightingShopping_21285710791","search",156,387,0,0,1,2
"Collection","/collections/decor-accents",,,"direct",141,385,0,0,1,4
"Product","/products/hue-pendant-light-pink","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",144,383,0,0,1,2
"Product","/products/emmet-victorian-6-light-crystal-chandelier-silver","google","PMaxLightingNC_16828666790","search",202,382,0,0,0,3
"Product","/products/vintage-bronze-wall-light-white","google","LightingShopping_21285710791","search",131,380,0,0,0,2
"Product","/products/marco-italian-mesh-linear-light","google","LightingShopping_21285710791","search",171,367,0,0,0,1
"Product","/products/rustique-terracotta-vase-small","google","ShoppingIndexdecor_23361314596","search",114,367,0,0,2,6
"Product","/products/goodman-study-lamp-juniper-finish","google","LightingShopping_21285710791","search",238,367,0.004201680672268907,1,1,4
"Product","/products/valhalla-outdoor-wall-light-dark-brown","google","PMaxLightingNC_16828666790","search",229,366,0,0,0,1
"Product","/products/riley-tube-linear-light-black","google","Pmaxbleeders_20714640181","search",150,365,0,0,2,3
"Product","/products/cara-table-lamp-juniper-finish","google","Pmaxbleeders_20714640181","search",163,364,0,0,0,3
"Product","/products/vista-outdoor-wall-light-brown",,,"direct",197,361,0.005076142131979695,1,3,6
"Product","/products/jasmine-glass-ceiling-light","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",140,359,0.007142857142857143,1,1,4
"Product","/products/nielle-luxury-rectangular-chandelier","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",247,358,0,0,0,2
"Product","/products/palais-1-light-wall-sconce-purple","google","LightingShopping_21285710791","search",89,356,0,0,0,2
"Product","/products/ornate-8-light-droplet-crystal-chandelier","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",261,356,0,0,3,4
"Collection","/collections/indoor-lighting","facebook","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",102,354,0,0,0,2
"Collection","/collections/table-lamps","google","LightingSearchaimax_15393315826","search",144,354,0,0,2,4
"Collection","/collections/best-sellers-outdoor-lights",,,"direct",77,353,0,0,1,1
"Product","/products/jabillo-lantern-small","google","ShoppingIndexdecor_23361314596","search",164,353,0.006097560975609756,1,2,3
"Product","/products/country-outdoor-wall-light-black","google","LightingShopping_21285710791","search",243,352,0,0,1,1
"Product","/products/ubayy-ceramic-table-lamp","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",172,351,0,0,2,4
"Collection","/collections/outdoor-gate-lights",,,"direct",130,351,0.007692307692307693,1,2,3
"Product","/products/multitier-jute-pendant-lamp","google","Pmaxbleeders_20714640181","search",140,351,0,0,0,2
"Product","/products/benton-study-lamp-paprika-finish","google","LightingShopping_21285710791","search",152,348,0,0,0,1
"Product","/products/allenglade-8-light-chandelier-brass","google","Pmaxbleeders_20714640181","search",144,346,0,0,0,1
"Product","/products/kyoto-frosted-glass-boundary-gate-lamp","google","PMaxLightingNC_16828666790","search",220,344,0,0,1,3
"Product","/products/royal-grandeur-victorian-sconce","google","Pmaxbleeders_20714640181","search",147,344,0.006802721088435374,1,1,1
"Product","/products/nielle-luxury-rectangular-chandelier","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",220,344,0,0,0,0
"Product","/products/alankrita-5-light-crystal-chandelier","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",197,343,0,0,0,3
"Collection","/collections/minimal-collection",,,"direct",30,343,0,0,1,1
"Collection","/collections/outdoor-lighting",,,"search",165,341,0,0,0,1
"Product","/products/vega-outdoor-wall-lamp-large","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",209,338,0.009569377990430622,2,3,5
"Product","/products/elantra-12-light-crystal-chandelier","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",281,338,0,0,0,1
"Collection","/collections/new-arrivals",,,"direct",75,336,0,0,0,2
"Product","/products/bezel-12-light-victorian-candle-chandelier-green","google","LightingShopping_21285710791","search",92,331,0,0,0,2
"Product","/products/chamberlin-outdoor-gate-light-gold","google","Pmaxbleeders_20714640181","search",179,330,0,0,1,2
"Product","/products/blumen-bowl-glass-ceiling-light","bing","PmaxLightingBing","direct",210,330,0,0,22,37
"Product","/products/black-cluster-metal-hanging-pendant-light","google","LightingShopping_21285710791","search",267,330,0,0,0,2
"Product","/products/kingsley-metal-floor-lamp","google","Pmaxbleeders_20714640181","search",182,329,0,0,0,2
"Product","/products/forus-ribbed-glass-outdoor-gate-light","google","PMaxLightingNC_16828666790","search",173,329,0.005780346820809248,1,2,2
"Product","/products/5-light-linear-led-island-chandelier-gold","google","LightingShopping_21285710791","search",123,328,0,0,1,4
"Product","/products/golden-embroidered-cotton-cushion-cover","google","ShoppingIndexdecor_23361314596","search",181,327,0,0,0,3
"Product","/products/golden-embroidered-cotton-cushion-cover","google","Pmaxbleeders_20714640181","search",153,327,0,0,1,4
"Product","/products/rosalind-6-light-crystal-drops-chandelier-red","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",202,326,0,0,2,4
"Product","/products/torchbearer-outdoor-wall-sconce","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",264,325,0,0,1,3
"Product","/products/aureline-8-lights-crystal-leaf-chandelier","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",276,323,0,0,0,2
"Product","/products/elite-venetian-8-light-crystal-chandelier","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",211,323,0,0,0,1
"Collection","/collections/wall-lights","google","LightingSearchaimax","direct",113,319,0,0,0,3
"Product","/products/nordic-logs-pendant-light","google","LightingShopping_21285710791","search",147,316,0,0,1,4
"Product","/products/cosmos-terracotta-vase-small","google","ShoppingIndexdecor_23361314596","search",112,314,0,0,1,3
"Product","/products/lucia-luxury-8-light-candle-style-chandelier","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",191,313,0,0,5,5
"Product","/products/emmet-victorian-12-light-crystal-chandelier-amber","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",214,313,0,0,3,5
"Product","/products/modern-glowing-gold-metal-tube-wall-sconce","google","Pmaxbleeders_20714640181","search",173,313,0,0,3,5
"Product","/products/jasmine-glass-hanging-light-smoky","google","LightingShopping_21285710791","search",97,313,0,0,1,2
"Product","/products/seraphina-wall-sconce","google","LightingShopping_21285710791","search",143,310,0,0,1,3
"Collection","/collections/picture-lights",,,"direct",95,309,0,0,0,0
"Product","/products/royal-grandeur-victorian-sconce","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",188,309,0.010638297872340425,2,2,5
"Product","/products/fence-outdoor-gate-lamp-brown","google","BrandShopping_23291591904","search",168,309,0,0,0,3
"Collection","/collections/chandeliers","google","LightingSearchaimax_15393315826","search",112,308,0,0,0,1
"Product","/products/radiant-ring-round-modern-led-chandelier","google","Pmaxbleeders_20714640181","search",144,307,0,0,0,1
"Collection","/collections/dried-botanicals",,,"direct",74,307,0,0,1,4
"Product","/products/ember-6-light-victorian-candle-chandelier-amber","google","LightingShopping_21285710791","search",184,304,0,0,0,1
"Product","/products/macaron-loft-led-ceiling-light-grey","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",160,304,0.00625,1,1,3
"Collection","/collections/pendant-lights","google","LightingSearchaimax","direct",120,303,0,0,0,1
"Product","/products/umbra-pendant-light-chrome","google","LightingShopping_21285710791","search",111,303,0,0,1,4
"Product","/products/triple-layer-disc-macaron-cake-pendant-light-pink","google","LightingShopping_21285710791","search",83,301,0.012048192771084338,1,1,1
"Product","/products/marchese-8-light-crystal-chandelier-chrome","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",184,300,0,0,0,3
"Product","/products/regalis-grandeur-crystal-chandelier","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",259,298,0,0,1,2
"Product","/products/darya-ceramic-table-lamp","google","BestsellersDemandGen_23697546917","search",217,297,0,0,2,4
"Product","/products/verdant-drum-pleated-lamp-shade-off-white","google","LightingShopping_21285710791","search",104,296,0,0,0,2
"Product","/products/american-style-tranquil-aura-table-lamp-with-pleated-green-shade","google","LightingShopping_21285710791","search",145,295,0,0,2,4
"Product","/products/velora-12-light-candle-chandelier-gold","google","LightingShopping_21285710791","search",222,294,0,0,0,0
"Product","/products/marchese-8-light-crystal-chandelier-pink","facebook","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",250,294,0,0,0,1
"Product","/products/american-style-tranquil-aura-table-lamp-with-pleated-green-shade","google","BestsellersDemandGen_23697546917","search",189,293,0,0,1,3
"Product","/products/fleur-glass-ceiling-light-green","google","PMaxLightingNC_16828666790","search",143,293,0,0,0,1
"Product","/products/aurelia-petite-8-light-crystal-chandelier","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",185,293,0,0,3,3
"Product","/products/marchese-8-light-crystal-chandelier-chrome","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",242,292,0,0,2,3
"Product","/products/lumineux-1-light-crystal-wall-light","google","LightingShopping_21285710791","search",135,291,0,0,1,2
"Product","/products/encino-modern-wall-light-gold","google","BestsellersDemandGen_23697546917","search",191,290,0,0,1,4
"Product","/products/marchese-8-light-crystal-chandelier-pink","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",196,289,0,0,1,2
"Product","/products/pier-outdoor-pole-light-brown","google","PMaxLightingNC_16828666790","search",182,289,0,0,2,3
"Product","/products/aball-island-5-light-chandelier-black","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",120,289,0.008333333333333333,1,2,3
"Product","/products/artemis-geometrical-linear-chandelier","google","Pmaxbleeders_20714640181","search",119,288,0,0,0,0
"Product","/products/valentina-retro-style-metal-wall-lamp-brown","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",96,286,0,0,0,1
"Collection","/collections/wall-lights","google","Search_Brand_18098202173","search",65,284,0.03076923076923077,2,4,4
"Product","/products/lumiere-outdoor-wall-light-down-white","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",160,284,0,0,6,11
"Product","/products/holophane-pendant-lamp-wavy-diamond-glass","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",106,283,0,0,1,5
"Product","/products/celeste-8-light-candelabra-chandelier","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",167,283,0,0,2,2
"Product","/products/aball-2-light-pole-lamp","google","PMaxLightingNC_16828666790","search",172,283,0,0,0,1
"Collection","/collections/outdoor-hanging-lights",,,"direct",127,282,0,0,0,3
"Product","/products/leonardo-wall-light-gold","google","LightingShopping_21285710791","search",98,281,0,0,1,3
"Product","/products/lumiere-outdoor-wall-light-down-white","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",162,279,0.012345679012345678,2,2,4
"Product","/products/ravenclay-terracotta-vase-small","google","Pmaxbleeders_20714640181","search",121,279,0.008264462809917356,1,1,6
"Product","/products/lynora-multicolor-crystal-chandelier","facebook","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",249,279,0,0,1,1
"Product","/products/amber-glass-hanging-lamp-oval","google","Pmaxbleeders_20714640181","search",97,278,0,0,1,1
"Collection","/collections/outdoor-lighting","google","LightingSearchaimax","search",119,277,0,0,0,0
"Collection","/collections/ceiling-lights","google","LightingSearchaimax_15393315826","search",79,277,0.012658227848101266,1,1,2
"Product","/products/velora-12-light-candle-chandelier-gold","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",248,277,0,0,1,1
"Product","/products/elite-venetian-8-light-crystal-chandelier","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",213,276,0,0,1,4
"Product","/products/marchese-6-light-crystal-chandelier-silver-transparent","google","LightingShopping_21285710791","search",127,275,0,0,0,1
"Collection","/collections/shop-by-room",,,"direct",85,275,0,0,0,2
"Collection","/collections/chandeliers","fb","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","social",170,274,0,0,2,4
"Product","/products/vintage-pendant-light-with-glass-shade","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",91,274,0,0,2,4
"Product","/products/turkish-ceramic-vase-cylinder-shape","google","ShoppingIndexdecor_23361314596","search",107,273,0,0,3,7
"Collection","/collections/bestsellers",,,"direct",114,273,0,0,1,3
"Product","/products/monte-carlo-7-light-crystal-chandelier","facebook","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",236,273,0,0,1,3
"Product","/products/maria-victorian-era-10-light-crystal-chandelier-transparent-silver","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",167,273,0,0,0,2
"Product","/products/latica-glass-hanging-light","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",132,272,0,0,1,6
"Product","/products/castle-outdoor-pathway-light-black","google","PMaxLightingNC_16828666790","search",147,271,0,0,2,2
"Product","/products/ocean-aurora-frosted-glass-gate-light","google","PMaxLightingNC_16828666790","search",164,270,0,0,1,2
"Product","/products/frost-terracotta-vase-medium","google","ShoppingIndexdecor_23361314596","search",151,269,0,0,0,6
"Product","/products/float-wall-sconce-white","google","Pmaxbleeders_20714640181","search",124,268,0,0,1,2
"Product","/products/torchbearer-outdoor-wall-sconce","google","LightingShopping_21285710791","search",170,268,0,0,0,1
